found_minima,found_saddles,minima_l2_error_mean,minima_l2_error_stdv,minima_l2_error_max,saddle_l2_error_mean,saddle_l2_error_stdv,saddle_l2_error_max,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05001084,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.24154797, 0.21736843]), array([-0.48322558,  0.49900951]), array([0.24154797, 0.21736843]), array([-0.48322558,  0.49900951])]",6.551862584679237e-09,8.939781559859717e-09,1.9194611019132664e-08,0.22110917349266176,0.14009724447096997,0.36120641796363173,303,"[13, 5828, 12893]","[13, 5828, 12893]",310,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.74631263, -0.1239116 ]), array([-0.19642892,  0.40453608]), array([ 0.74631263, -0.1239116 ]), array([-0.19642892,  0.40453608])]",2.806031294437056e-10,8.537726440329394e-11,3.982020181409959e-10,0.5505934719654724,0.12673642940422755,0.6773299013697,149,"[13, 7047, 7153]","[13, 7047, 7153]",315,42,0.125,0.004726562500000001,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.22824984, 0.25864251]), array([0.13724244, 0.46093554]), array([0.22824984, 0.25864251]), array([0.13724244, 0.46093554])]",4.6377517972339836e-10,3.443684320865822e-10,9.499420726606548e-10,0.11091143976447408,0.07312102904649649,0.18403246881097057,153,"[13, 7001, 7470]","[13, 7001, 7470]",311,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822255,  1.44172724])]","[array([-0.74670554,  0.50447082]), array([-0.74670554,  0.50447082])]",8.831570630163958e-07,8.829115571805892e-07,1.766068620196985e-06,0.14153300250162001,0.0,0.14153300250162001,2000,"[13, 2329]","[13, 2329]",47,111,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.5582222 ,  1.44172765])]","[array([-0.5693245 ,  0.52059571]), array([-0.5693245 ,  0.52059571])]",1.1521832921849055e-06,1.151937786349099e-06,2.3041210785340044e-06,0.273135369368969,0.0,0.273135369368969,2000,"[13, 1468]","[13, 1468]",17,111,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([ 0.68954167, -0.13708038]), array([-0.38208627,  1.85071909]), array([ 0.68954167, -0.13708038]), array([-0.38208627,  1.85071909])]",4.870502827964478e-10,3.69412125904392e-10,1.0089960201779152e-09,0.9726061227243412,0.33031284795439797,1.3029189706787392,799,"[13, 6246, 30402]","[13, 6246, 30402]",316,61,0.125,0.004726562500000001,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.35808116, -0.11721708]), array([ 0.76541499, -0.13856156]), array([ 0.35808116, -0.11721708]), array([ 0.76541499, -0.13856156])]",1.745615868478954e-10,7.002407595704144e-11,2.455058358066877e-10,0.5683397397041269,0.1330625225765805,0.7014022622807073,254,"[13, 6993, 9155]","[13, 6993, 9155]",317,111,0.125,0.004726562500000001,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003201,  0.46669964]), array([-0.55822364,  1.44172584])]","[array([0.22252934, 0.28789026]), array([-0.83125526,  0.61651699]), array([0.22252934, 0.28789026]), array([-0.83125526,  0.61651699])]",7.300768286362953e-06,1.032348709869612e-05,2.190038375223555e-05,0.011681234634738958,0.00041858991977176794,0.012099824554510728,1081,"[104, 21397, 143482]","[104, 21397, 143482]",234,42,0.2,0.012100000000000003,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.19594134, 0.26401377]), array([-0.82337383,  0.59515308]), array([0.19594134, 0.26401377]), array([-0.82337383,  0.59515308])]",1.67915233875533e-09,5.400613836947719e-10,2.326231584276459e-09,0.031278850269350345,0.0020868549075506865,0.03336570517690103,692,"[104, 17908, 98851]","[104, 17908, 98851]",300,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822261,  1.44172715])]","[array([-0.84588354,  0.60740441]), array([-0.84588354,  0.60740441])]",8.319532715959757e-07,8.30949035863788e-07,1.6629023074597638e-06,0.029261628292324256,0.0,0.029261628292324256,2000,"[104, 65089]","[104, 65089]",110,111,0.3333333333333333,0.03361111111111112,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582225 ,  1.44172728])]","[array([-0.85541557,  0.61209993]), array([-0.85541557,  0.61209993])]",9.194906956061524e-07,9.184864598739648e-07,1.8379771554801172e-06,0.0355759791924573,0.0,0.0355759791924573,2000,"[104, 67581]","[104, 67581]",115,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.23493211, 0.29685711]), array([-0.80142797,  0.61242019]), array([0.23493211, 0.29685711]), array([-0.80142797,  0.61242019])]",1.4961103700794616e-09,4.6484281171641634e-10,2.1197549365806235e-09,0.023270032614522276,0.0004935253737047753,0.023763557988227053,756,"[104, 16608, 107206]","[104, 16608, 107206]",306,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002632,  0.46669811]), array([-0.55822363,  1.44172584])]","[array([0.2146772 , 0.28882686]), array([-0.81628266,  0.6020579 ]), array([0.2146772 , 0.28882686]), array([-0.81628266,  0.6020579 ])]",5.336668740473538e-06,7.545006846908631e-06,1.6006919733417568e-05,0.013840392025362525,0.009137563809481566,0.02297795583484409,1116,"[104, 23053, 151668]","[104, 23053, 151668]",236,111,0.2,0.012100000000000003,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001958,  0.46669634]), array([-0.55822363,  1.44172584])]","[array([-0.15436799,  0.43379266]), array([0.25717555, 0.29691159]), array([-0.15436799,  0.43379266]), array([0.25717555, 0.29691159])]",3.0142088758252866e-06,4.262441826315997e-06,9.042211915266753e-06,0.2189044304542646,0.17404358362597816,0.39294801408024277,327,"[13, 5498, 8695]","[13, 5498, 8695]",237,42,0.2,0.012100000000000003,0.01,0.38,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001466,  0.46669506]), array([-0.55822363,  1.44172584])]","[array([-0.19267784,  0.41434011]), array([-0.12655893,  1.79710717]), array([-0.19267784,  0.41434011]), array([-0.12655893,  1.79710717])]",1.317372640498281e-06,1.862726240856871e-06,3.951665353212817e-06,0.893215393413407,0.4702680411781907,1.3634834345915978,276,"[13, 7301, 9257]","[13, 7301, 9257]",238,61,0.2,0.012100000000000003,0.01,0.38,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05007273,  0.46670888])]","[array([0.16454539, 0.45145914]), array([-1.08558046,  0.85919544]), array([0.16454539, 0.45145914]), array([-1.08558046,  0.85919544])]",2.1215810335146172e-05,3.0003366148418138e-05,6.364697765907934e-05,0.259306442621162,0.0937426907155188,0.3530491333366808,1212,"[13, 7761, 31424]","[13, 7761, 31424]",239,111,0.2,0.012100000000000003,0.01,0.38,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822218,  1.4417277 ])]","[array([-0.86408159,  0.58148523]), array([-0.86408159,  0.58148523])]",1.1810913763339189e-06,1.180087140601731e-06,2.36117851693565e-06,0.06004107376895907,0.0,0.06004107376895907,2000,"[104, 4911]","[104, 4911]",0,42,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.21474554, 0.28194141]), array([-0.83105701,  0.63477427]), array([0.21474554, 0.28194141]), array([-0.83105701,  0.63477427])]",1.4277069710185306e-09,5.695572007202944e-10,2.232820370394419e-09,0.01255591128515741,0.0012804018736923958,0.013836313158849806,723,"[104, 17456, 103044]","[104, 17456, 103044]",301,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822362,  1.44172586])]","[array([-0.33865057,  0.4105874 ]), array([-0.33865057,  0.4105874 ])]",9.855520592195829e-09,9.610014756389142e-09,1.946553534858497e-08,0.5284947743220746,0.0,0.5284947743220746,2000,"[13, 7234]","[13, 7234]",111,42,0.3333333333333333,0.03361111111111112,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05006403,  0.4667063 ]), array([-0.55822364,  1.44172584])]","[array([0.20263659, 0.31473591]), array([-0.84386639,  0.62616438]), array([0.20263659, 0.31473591]), array([-0.84386639,  0.62616438])]",1.8195337352111304e-05,2.5729227783248058e-05,5.4581960213442346e-05,0.022908666514365197,0.0009655814278156528,0.02387424794218085,1052,"[104, 28726, 150605]","[104, 28726, 150605]",224,111,0.2,0.012100000000000003,0.01,0.38,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822214,  1.44172772])]","[array([-0.87608307,  0.58648968]), array([-0.87608307,  0.58648968])]",1.200631361821436e-06,1.1996271260892483e-06,2.400258487910684e-06,0.06599544150561099,0.0,0.06599544150561099,2000,"[104, 10225]","[104, 10225]",25,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.18312601, 0.30456321]), array([-0.81138566,  0.62302804]), array([0.18312601, 0.30456321]), array([-0.81138566,  0.62302804])]",1.7171989094729287e-09,1.1985413450656382e-09,3.405414204463823e-09,0.021126579754174292,0.010433219062675067,0.03155979881684936,733,"[104, 19152, 106584]","[104, 19152, 106584]",307,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822258,  1.44172718])]","[array([-0.84236613,  0.60257435]), array([-0.84236613,  0.60257435])]",8.524252720484333e-07,8.514210363162457e-07,1.703846308364679e-06,0.02978718071931881,0.0,0.02978718071931881,2000,"[104, 31767]","[104, 31767]",90,42,0.3333333333333333,0.03361111111111112,0.02,0.76,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003272,  0.46669984]), array([-0.55822363,  1.44172584])]","[array([0.21909704, 0.29001051]), array([-0.82912929,  0.54544032]), array([0.21909704, 0.29001051]), array([-0.82912929,  0.54544032])]",7.547557711619986e-06,1.0671432684617278e-05,2.2639242521821718e-05,0.04322205557330558,0.03597184305971128,0.07919389863301686,1054,"[104, 27614, 156912]","[104, 27614, 156912]",218,111,0.2,0.012100000000000003,0.01,0.38,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001113,  0.46669418]), array([-0.55822364,  1.44172584])]","[array([0.00694196, 0.50611072]), array([-0.34982579,  0.54879867]), array([0.00694196, 0.50611072]), array([-0.34982579,  0.54879867])]",1.0716904792931676e-07,1.5054523302439092e-07,3.200714596207496e-07,0.3871334155031231,0.09104263901914286,0.47817605452226597,268,"[13, 5115, 10237]","[13, 5115, 10237]",219,42,0.2,0.012100000000000003,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822258,  1.44172719])]","[array([-0.82399687,  0.58345556]), array([-0.82399687,  0.58345556])]",8.573369140319174e-07,8.563326782997296e-07,1.713669592331647e-06,0.040905938798776915,0.0,0.040905938798776915,2000,"[104, 24843]","[104, 24843]",50,111,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822251,  1.44172726])]","[array([-0.85825853,  0.61423032]), array([-0.85825853,  0.61423032])]",9.048065546088041e-07,9.038023188766164e-07,1.8086088734854206e-06,0.03763275463033808,0.0,0.03763275463033808,2000,"[104, 37324]","[104, 37324]",80,111,0.3333333333333333,0.03361111111111112,0.02,0.76,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582227 ,  1.44172705])]","[array([-0.84538415,  0.60850911]), array([-0.84538415,  0.60850911])]",7.644963236470003e-07,7.634920879148127e-07,1.527988411561813e-06,0.028222371092771488,0.0,0.028222371092771488,2000,"[104, 33932]","[104, 33932]",85,61,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822241,  1.4417274 ])]","[array([-0.85916924,  0.60781182]), array([-0.85916924,  0.60781182])]",9.912495428399988e-07,9.902453071078112e-07,1.98149484994781e-06,0.04066594142943985,0.0,0.04066594142943985,2000,"[104, 8006]","[104, 8006]",30,42,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.26519626, 0.3038175 ]), array([-0.8021769 ,  0.62456652]), array([0.26519626, 0.3038175 ]), array([-0.8021769 ,  0.62456652])]",3.0432724974820345e-09,1.9813981083680465e-09,5.7273191911231234e-09,0.03681844342076312,0.016992156536984375,0.05381059995774749,655,"[104, 18364, 94316]","[104, 18364, 94316]",302,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.1105474 ,  0.46158963]), array([0.22697177, 0.16404137]), array([-0.1105474 ,  0.46158963]), array([0.22697177, 0.16404137])]",2.775361766203328e-10,7.12029645707747e-11,3.7622743907329526e-10,0.24707213408384476,0.11731413634630226,0.36438627043014704,149,"[13, 3337, 5344]","[13, 3337, 5344]",303,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.19888559,  0.45301388]), array([0.26135542, 0.36262663]), array([-0.19888559,  0.45301388]), array([0.26135542, 0.36262663])]",1.5382724194842182e-10,9.249183700035296e-11,2.455058358066877e-10,0.26323793453335376,0.17816351990609508,0.44140145443944884,175,"[13, 4983, 8891]","[13, 4983, 8891]",304,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822362,  1.44172586])]","[array([-0.28356012,  0.48644011]), array([-0.28356012,  0.48644011])]",1.0152287980288949e-08,9.90678214448226e-09,2.005907012477121e-08,0.5324339603108544,0.0,0.5324339603108544,2000,"[13, 8122]","[13, 8122]",112,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.79096586, 0.1744409 ]), array([-0.04959864,  0.56669326]), array([0.79096586, 0.1744409 ]), array([-0.04959864,  0.56669326])]",1.3803655419727594e-10,8.672133938393522e-11,2.455058358066877e-10,0.4847256087073588,0.1057756757170576,0.5905012844244164,279,"[13, 9082, 9174]","[13, 9082, 9174]",340,61,0.125,0.004726562500000001,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822256,  1.44172721])]","[array([-0.83799107,  0.59931472]), array([-0.83799107,  0.59931472])]",8.715611846860672e-07,8.705569489538795e-07,1.7421181336399468e-06,0.029674379150946242,0.0,0.029674379150946242,2000,"[104, 23068]","[104, 23068]",55,61,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822364,  1.44172584]), array([-0.05001082,  0.46669411])]","[array([0.30551871, 0.14122425]), array([-1.06238133,  0.86363395]), array([0.30551871, 0.14122425]), array([-1.06238133,  0.86363395])]",1.238810713068249e-09,1.0224516540281911e-09,2.6454742191283065e-09,0.25860495087831625,0.08059565262718277,0.339200603505499,1051,"[13, 5014, 37474]","[13, 5014, 37474]",335,111,0.125,0.004726562500000001,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822206,  1.44172783])]","[array([-0.86574019,  0.58414079]), array([-0.86574019,  0.58414079])]",1.267761494306059e-06,1.2667572585738712e-06,2.5345187528799303e-06,0.05938735646633471,0.0,0.05938735646633471,2000,"[104, 4293]","[104, 4293]",20,111,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.23278842, 0.34111733]), array([-0.84238545,  0.60825192]), array([0.23278842, 0.34111733]), array([-0.84238545,  0.60825192])]",1.8262671095192957e-09,9.42467942285306e-10,3.1458899984454706e-09,0.039093342685905905,0.013142328962504264,0.05223567164841017,714,"[104, 19185, 102007]","[104, 19185, 102007]",308,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.19395332, 0.42050417]), array([0.26830609, 0.43756252]), array([0.19395332, 0.42050417]), array([0.26830609, 0.43756252])]",8.922304175945457e-10,9.474653835229016e-10,2.2318832505800502e-09,0.1419157374029112,0.013060113048062622,0.1549758504509738,219,"[13, 7366, 12005]","[13, 7366, 12005]",309,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.02095503,  0.47421135]), array([0.16644612, 0.38863891]), array([-0.02095503,  0.47421135]), array([0.16644612, 0.38863891])]",2.0612511936541306e-10,3.133161801279277e-11,2.455058358066877e-10,0.20084118463853445,0.0946867728417608,0.29552795748029526,286,"[13, 6879, 7724]","[13, 6879, 7724]",345,42,0.125,0.004726562500000001,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.5582226 ,  1.44172717])]","[array([-0.82756919,  0.58088737]), array([-0.82756919,  0.58088737])]",8.423914600095065e-07,8.413872242773187e-07,1.6837786842868253e-06,0.043780894887641884,0.0,0.043780894887641884,2000,"[104, 22478]","[104, 22478]",60,42,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.84371662, 0.16321781]), array([ 0.91997093, -0.15339668]), array([0.84371662, 0.16321781]), array([ 0.91997093, -0.15339668])]",3.656477707804507e-09,3.4905474473761944e-09,8.58816267378039e-09,0.7404840269596873,0.09605268728702748,0.8365367142467147,1289,"[104, 28141, 178282]","[104, 28141, 178282]",312,42,0.125,0.004726562500000001,0.02,0.76,0.1,FIRE
